Iteration	CPUTime	PhysTime	Travels	Value	AvValue	MinValue	MaxValue	Delta	Criteria	PrevAvRefValue	Progress	CriteriaType	CriteriaVarType	CriteriaPercentage
129	244	0	1.78164188	-0.0165748819	-0.000984245235	-0.0259542202	0.0214940102	0.00442075232	1.51702304	0	100	0	0	3
130	247	0	1.79545306	0.00143892931	-0.000881521668	-0.0259542202	0.0214940102	0.00442075232	1.51702304	0	100	0	0	3
131	249	0	1.80926423	0.0182464652	-0.000363205555	-0.0259542202	0.0214940102	0.00442075232	1.51702304	0	100	0	0	3
132	251	0	1.82307541	0.0020485182	-0.000338544976	-0.0259542202	0.0214940102	0.00442075232	1.51702304	0	100	0	0	3
133	253	0	1.83688659	-0.00285173182	-0.00034268943	-0.0259542202	0.0214940102	0.00442075232	1.51702304	0	100	0	0	3
134	256	0	1.85069777	-0.0024066736	-0.000339824755	-0.0259542202	0.0214940102	0.00442075232	1.51702304	0	100	0	0	3
135	260	0	1.86450894	-0.0027333883	-0.000409670466	-0.0259542202	0.0214940102	0.00442075232	1.51702304	0	100	0	0	3
136	262	0	1.87832012	0.0234078706	0.000177073807	-0.0259542202	0.0234078706	0.00442075232	1.51702304	0	100	0	0	3
137	266	0	1.8921313	0.00193216525	0.00022830717	-0.0259542202	0.0234078706	0.00442075232	1.51702304	0	100	0	0	3
138	270	0	1.90594247	0.00271480196	-0.000279238998	-0.0259542202	0.0234078706	0.00296064522	1.51702304	0	100	0	0	3
139	272	0	1.91975365	0.00282049634	-0.000134968446	-0.0259542202	0.0234078706	0.0029204152	1.51702304	0	100	0	0	3
140	275	0	1.93356483	0.0040971822	3.75693433e-05	-0.0259542202	0.0234078706	0.00152047792	1.51702304	0	100	0	0	3
141	278	0	1.94737601	-0.0027088887	-7.41046776e-05	-0.0259542202	0.0234078706	0.00152047792	1.51702304	0	100	0	0	3
142	280	0	1.96118718	0.00199999643	-7.64833985e-05	-0.0259542202	0.0234078706	0.00151322612	1.51702304	0	100	0	0	3
